word,definition
Moral,Hoopono; noho pono.
Wallow,"1. E kaa ma ka lepo. 2. Wallow in sin, e lu iloko o ka hewa; e kaa iloko o ka nenelu."
Entertain,"1. E hookipa. Entertain strangers, e hookipa i na malihini. 2. E hoo-oluolu; e hoo-hoihoi."
Cutlass,n. Pahi kaua palahalaha.
Writer,n. Mea kakau; mea haku manao.
Flock,"n. 1. He pu-a'. Flock of sheep, pu-a' hipa. 2. Auna'. A flock of birds, he auna' manu."
Flock,"v. To flock together, e akoakoa pu."
Medicine,n. Laau ]apaau ; kela me keia mea e ola ai ke kino.
Violent,"1. Ino. A violent wind, makani ino. 2. A violent man, he kanaka hikiwawe i ka huhu."
Receiver,Mea e loaa ana; mea malama.
Pound,n. 1. He paona. 2. He dala gula o Beretania. SYN. sovereign. 3. Pa aupuni.
Pound,v. E kui.
Office,Oihana; keena oihana.
Cylinder,n. He pauku poepoe.
Teacup,n. Kiaha ti.
Neglect,"1. E waiho wale. SYN. slight. 2. E haalele wale me ke kokua ole. Neglect the family, e haalele wale i ka ohana me ke kokua ole"
Drove,Pu-a holoholona.
Groan,E uhu'; e nu.
Soak,1. E hoo-u'; hoo-ma-u;. 2. E omo. SYN. imbibe.
Solve,E wehewehe; e imi ninau.
Regard,E maliu; e hoolohe.
Regard,Manao mahalo; manao aloha.
Quarter,1. Hapaha. 2. Kau-wahi. 3. He ahonui i ka enemi ma ke kaua.
Embody,"E hoohui. To embody thought, e hoohui manao."
Ring,1. He apo; he komo. 2. He hui e aua ana i kekahi mau pomaikai no lakou iho.
Ring,E kani; e hookani.
Dish,"He pa. To dish up, e hao ka ai iloko o ke pa."
Vibrate,1. E lewa; e mahiki. SYN. oscillate. 2. E hulili.
Anxious,"Ănx'ioŭs, adj. Hopohopo; pihoihoi."
Achieve,"E loaa mamuli o ka hooikaika; e lanakila, Achieve success, e ko aku a lanakila."
Fussy,Ano hoopilikia wale.
Deduct,"E hoolawe; hookoe; Deduct from the amount, e hoolawe mai ka huina. SYN. subtract."
Aware,E ike; e maopopo. SYN. know.
Aware,"A-wăre', v, E ike; e maopopo. SYN. know."
Cycle,n. He wa; he au o ka manawa.
Mulberry,Laau lau lole; laau silika.
Going,Ka hele ana.
Musty,Paa i ka punahelu; pou'- kiu'ki.
Passport,Palapala hoapono; palapala kuhikuhi kino.
Thrash,E hahau; e hili.
Flare,v. E ana'pa.
Regular,"Mau; walea. Regular proceedings, na hana ku mau."
Shred,"Apana lole weluwelu. Torn into shreds, haehaeia a weluwelu."
Proposal,He manao e hai aku: he noi e mare.
Din,He nakeke: nakulukulu; kamumu. SYN. clangor.
Animation,"An'i-mā'tion, n. Ka eleu; ka hoihoi. He spoke with animation, kamailio oia me ka hoihoi."
Thorny,Oioi; wanawana.
Battle,n. Hoouka kaua.
Unfurl,E wehe.
Mist,He noe; u'-a liilii.
Door,Puka komo.
Sift,E kanana.
Insignia,"n. pi. Na hoailona. Insignia of rank, na hoailona o ke kulana. n'sig-nĭfi-єant, adj. Eleku; eeleku; mea waiwai ole. SYN. unimportant; trivial."
Hatch,E kiko i na hua.
Deviate,E aui ae; e huli ae.
Spout,He nuku wai.
Spout,E kahe ikaika noloko mai.
Nasty,Pelapela; haukae
Capitol,Hale Oihana Aupuni.
Material,n. Mea; materia.
Amateur,Ka mea e hoomaamaa ana ma kekahi oihana.
Relative,He pili koko; makamaka.
Relative,E pili ana.
Remnant,Koe'na.
Trade,1. Oihana kalepa. l. Oihana hana lima.
Incompetent,Hiki ole; hemaw hema. SYN. unable.
Code,"Buke kanawai. Penal Code, Buke Kanawai Karaima. Civil Code, Buke Kanawai Kivila."
Liking,Makemake
Sentence,1. Hopunaolelo. 2. Oleo hoopai.
Program,Papa hoike no na hana.
Injure,v. E hooeha; hoopoino.
Fragment,"1. Apana. A fragment of cloth, he apana lole. 2. He huna. A fragment of food, he huna ai. 3. Lihi iki."
Kikilia,or Kekila.
Prove,E hooia; e hoao.
Refresh,E hoo-oluolu.
Foreigner,He haole; kanaka no na aina e mai.
Pledge,Mea panai.
Pledge,1. E waiho ma ke ano panai. 2. E hoohiki.
Lock,"1. Laka. Door lock, laka puka. 2. Ow'ili lauoho. SYN. lock of hair. 3. Loko hoopaa wai ma ka auwai nui."
Lock,"1. E ki a paa. 2. Lock arms, e hookui pu i na lima."
Doubt,1. E kanalua. SYN. uncertain. 2. Anoni; anoninoni. SYN. suspense as to result; hesitation.
Makeshift,He mea ku i ka wa.
Ankle,"Ăn'kle, n. Ka puupnu wawae."
Consequence,"1. He hopena. Poverty is the consequence of idleness, o ka nele ka hopena o ka molowa. 2. In consequence of, no ia kumu; no ia mea. SYN. because of. 3. A matter of small consequence, he mea liilii loa ia: he mea ole ia. 4. A man of consequence, he kanaka koikoi. SYN. importance."
Rum,Rama; wai ona.
Pilfer,E aa'ma; aihue i na mea liilii.
Dissolve,"1. E hooheehee i ka wai. 2. E hoopau. To dissolve a partnership, e hoopau i ka hui."
Pay,"1. E uku. 2. Puka. The business pays, puka ka oihana."
Taut,adj. Maloeloe; lina.
Discharge,"E hookuu loa. To discharge a workman, e hookuu loa i ka paahana. 2. E hoolei ukuna. To discharge a ship, e hoolei i ka ukana o ka moku. 3. E ki pu. SYN. fire; shoot. 4. E hookaa. To discharge a debt, e hookaa i ka aie. 5. E hooko. To discharge a duty, e hooko i kekahi pono. SYN. fulfil. 6. E hookahe. To discharge water, e hookahe wai."
Manager,Luna hooponopono.
Mischief,1. Hana apa; mahaoi. 2. Hana kolohe. 3. Poho'; poino. SYN. damage.
Detain,"E aua; e keakea; e kaohi. My father detained me, aua kuu makuakane ia'u."
Gloom,"Pouli; powehiwehi. Gloom of a forest, lipo waonahele."
Boisterous,"adj. 1. Uwau'wa; walaau; wahapaa. 2. Mahaoi. SYN. rough. Boisterous play, paani mahaoi. 3. He ino nui. A boisterous sea, be kai ino nui. Boisterous weather, kau makani ino; makani pukiki."
Armor,n. Ke kahiko kaua metala.
Month,He mahina; malama.
Flutter,E kapalili; e welowelo.
Flutter,He kapalili o ka houpo.
Pose,Ke ano o ke ku ana.
Stumble,E okupe; e hina wale.
Preamble,n. Olelo mua.
Romance,He kaao.
Hen,Moa wahine.
Glory,Nani; kamahao.
Mainmast,Ke kia nui o ka moku.
Gobble,E hoonuu ai; e ai wikiwiki.
Socket,Kumu. Socket of the eye. makalua.
Park,1. Kihapai hooluolu. 2. Kahi i hooiliiliia'i o na lako kaua o kela me keia ano.
Pumice,Pohaku. pele lana ma ka wai.
Reckoning,1. Ka hooponopono ana i ka helu. 2. Ka helu ana; helu.
Accustomed,"Pakua'. SYN. usual; common. A common occurrence, he mea pakua' wale; mea maa wale."
Also,"and conj. No hoi. Do this also, e hana nohoi i keia."
Scoop,He kioe.
Scoop,E kioe; e poo.
Fund,He waihona.
Brood,Ohana manu.
Brood,1. E hoopunana; e hoomoe hua. 2. E mumule; e nalu.
Weariness,Luhi; maluhiluhi. SYN. fatigue.
Wrestling,n. Hakookoo.
Dissolute,Uhauha; haukae.
Review,"1. E hoi ihope. Review a lesson, e hoi ihope i ka haawina i hala. 2. E makaikai. Review troops, e makaikai i na puali koa. 3. E huli. Review a book, e huli i ka buke."
Review,Ka nanaina ihope.
Jane,Ano like me John.
Too,"1. Nohoi. SYN. also. 2. Loa. Too much, nui loa."
Soul,Ka uhane.
Hairy,Paapu i ka lauoho; huluhulu.
Lash,Kaula hili.
Tale,n. 1. Kaao; moolelo. SYN. story. 2. He heluna. SYN. number; count.
Commotion,He nauwewe.
Acquire,E loaa. SYN. obtain; get.
Ration,n. He mahele ai.
Arch,"1. Maalea. SYN. shrewd; mischievous. 2. Kiekie. Arch-angel, anela kiekie. Arch-bishop, bihopa kiekie."
Arch,He pio; ne pao.
Arch,E hoopio; e holu.
Affliction,He popilikia. SYN. distress.
Invade,E komo bewa; e komo kaua.
Raid,E pakaha; e komo ma ke ano enemi.
Ooze,E kulu malie; e kahe liilii.
Ooze,Lepo kelekele lahilahi
Beggar,"Bĕg-'gar, n. He noi wale; he makilo; he kamapuka."
Bedtime,"Bĕd'time, n. Hora moe."
Contented,adj. Walea; oluolu; luana.
fatigue,"1. n., Luhi; maloeloe; maluhiluhi.<br>2. Mao'pao'pa. SYN. fatigue through walking.<br> Papa helu loli"
Assignee,"n. Ka haku malama waiwai o ka mea i aie, no ka pono o ka poe i aieia."
Assignee,"Ka haku malama waiwai o ka mea i aie, no ka pono o ka poe i aieia."
Season,"1. Kau. Growing season, laaulu, Out of season, laawela. 2. Wa kupono."
Season,"1. E hoomiko ai. 2. E hoomaloo.Season lumber, e hoomaloo papa."
Shrub,Laau hihi ; laalaau.
Finish,"v. 1. E hoopau pono, SYN. Complete. 2. E hooko. SYN. perform."
Finish,n. Hana hoohinuhinu; hana e hoo-nani ai.
Informal,adj. 1. Hookiekie ole; launa oluolu. 2. Kupono ole i na rula.
First,adj. 1. Ka mua; ka makamua. 2. Ka pookela. SYN. chief.
Laborious,1. Hooikaika man. 2. Luhi. SYN. toilsome.
Mew,"E owao, me he popoki la."
Gender,"1. Masculine gender, ano kane. 2. Feminine gender, ano wahine. 3. Neuter gender, ano ku okoa. 4. Common gender, ano pili like."
Miraculous,Mana kupaianaha.
Protege,Keiki hanai; punahele.
Medium,n. 1. He kumu. SYN. means. 2. Ka mea mawaena. SYN. middle.
Release,E hookuu; e wehe.
Opinion,He manao. SYN. thought.
Hoot,Ka leo o ka puueo. 2. Leo hoohenehene.
Resound,E kani.
Book,n. Buke; palapala i humuhumuia.
Maw,n. Opu holoholona.
Unsociable,Naanaa; launa ole.
Howl,E aoaoa.
Neat,Mikioi; aulii; palawaiki
Covet,v. E kuko hewa; e alunu
Forgery,A puka.
Forgive,E kala; e huikala. SYN. pardon.
Where,Ma kahi; mahea; ai mahea.
Lunch,He wahi paina iki.
Advise,1. E ao. 2. E kuka' pu.
Torture,Eha nui.
Inauspicious,Kupono ole na ou'li.
Equality,Ka like.
Pith,"1. Iho. 2. I'o. The pith of the remark, ka i-o o ka olelo."
Herd,"He pu-a holoholona nunui. A herd of cattle, he pu-a bipi."
Herd,E ho-akoakoa mau i na holoholona; e hoo-pu-a.
Noa,Maha.
Limit,Palena; mokuna
Limit,"E kau palena, e hoohaiki"
Dignified,Hanohano; hiehie; ihiihi.
Armory,n. Hale kahiko kaua.
Damage,"n. Poho; poino. SYN. injury. Repair damages, e kapili hou i ka mea poino. Pay damages, uku i ka poho'."
Damage,n. Poho; poino. SYN. injury.
Damage,v. E hoopoino; e hoopoho'. SYN. injure.
Date,"1. Ka manawa. SYN. time. The date of the coronation, ka manawa o ka poni alii ana. 2. He hua lou'lu."
Suppress,"1. E kinai; e hoopau. 2. E umi. Suppress emotion, e umi i ka iini."
Whiz,E oeoe; me he pokala i kona lele ana.
Munch,E naunau.
Prevent,v. E keakea; e pale.
Stomach,Opu.
Charitable,adj. Manawalea; lokomaikai. SYN. benevolent.
Juice,Ka wai o na hua ai.
Peal,Leo haalulu.
Peal,E haalulu.
Shallow,"1. Papa'u. SYN. shoal. 2. Hapapa. Shallow soil, lepo hapa'pa."
Washboard,1. Papa holoi lole. 2. Papa pale e pili ana i ka papa hele.
Allegory,He kaao nanenane. SYN parable.
Brisk,"1. Mama; hoihoi; makaala; anehe. SYN. alert; lively. 2. Business is brisk, holo ka hana."
Work,n. Hana. 2. Hana i hoikeia ma ka buke; he buke.
Work,v. E hana. 2. E awaawa mai.
Productive,Hua nui.
Stipulation,Ka olelo i hooholo ia ma ka ae like. SYN. condition.
Before,"Be-fōre', prep. 1. Imua o ke alo. 2. adv. Mamua."
Moor,E hoopaa moku i ka uwapo.
Cove,n. He kaikuono liilii.
Intricate,Pobibibi; lauwili.
Liberate,E hookuu; hoohemo. SYN. free
Incoherent,Namanamu wale; pili ole.
Dialogue,He olelo kike'.
Bracelet,Kupee lima.
Romp,1. He paani ikaika. 2. He kaikamahine mahaoi.
Knock,"1. Ekikeke; e olou. 2. E kui; e kulai. Knock down, e kulai."
Reel,"1. E hele hikaka; e kunewanewa. 2. Reel from weakness, e kaalele. 3. E wili. SYN. wind."
Reel,He pokakaa wili.
Cog,Ka niho o ka huila nihoniho
Recompense,He uku hana. SYN. reward.
Grotesque,Ku i ka akaaka. SYN. fantastic.
Exciting,"p. a. Hoopihoihoi; hoopilihua. Exciting times, wa hoopilihuaai ka manao."
Idiom,Ke ano maoli o kekahi olelo.
Yell,v. E uwa': e hooho.
Archipelago,He pae moku.
Spit,1. Kuha. 2. Lae o'ne. 3. He o pulehu i'-o.
Spit,Kuha. Lae o'ne. He o pulehu i'-o.
Annual,"Ăn'nu-al, n. 1. He mea kupu ae, a make aku iloko o ka makahiki hookahi. 2. He buke i paiia i kela me keia makahiki."
Annual,"Ăn'nu-al, adj. Kela me keia makahiki."
Dock,"1. Wahi e hookomo moku, i kapili hou ia. 2. Wahi e ku ai o ka lawehala iloko o ke keena hookolokolo."
Dock,"i E hoopokole; e poko. 2. E hooemi. To dock the wages, e hooemi i ka uku."
Key,1. Ki puka. 2. Papa kuhikuhi haina. 3. Leo kumu o ka leo mele.
Punish,E hoopai; e hili; e hahau. SYN. chastise; correct.
Punch,1. He hao hou puka. 2. He kui.
Punch,E hou. SYN. poke.
School,E ao.
School,He kula ao.
Embalm,E ialoa.
Friend,Hoa'loha; hoalauna.
Eyesight,n. Ka ike o ka maka.
Misanthrope,Kanaka nanau.
Tend,v. 1. E kiai; malama; lawelawe. 2. E nee.
Employ,1. E lawelawe. SYN. use. 2. E hoolimalima. SYN. hire. 3. E hoohana; hoounauna. SYN. work.
Employ,"Hana. To be in the employ of one, e noho ma ka hana o kekahi."
Force,Ikaika; mana.
Force,1. E kaohi maoli. 2. E lima ikaika aku.
Hare,He rabita nui.
Bear,v. (past. bore; p. p. born.) E hanau; e hoohua.
Bear,v. (past bore; p. p. borne.) 1. E haawe; e koo. 2. E hoomanawanui; e ahonui.
Pebble,Iliili; paiwi.
Unhook,E wehe i ka lou.
Soporific,He meahoo-hiamoe.
Cotton,Pulupulu.
Bell,"Bĕll, n. Bele kani."
Lace,Lihilihi.
Cider,n. Wai o ka hua apala.
Sally,1. E puka aku mawaho. 2. E hoouka kaua.
Weevil,Mu ai palaoa.
Evaporate,E omo wai i ka wela.
Habitual,Maa; walea. SYN. customary.
Ebb,"Ka emi ana. Ebb of the tide, ka emi ana o ke kai."
Witty,Hoomakeaka.
Barn,"Bärn, n. Hale papaa."
Excuse,He olelo apono. SYN. apology.
Excuse,E kala.
Fighter,n. Kanaka hakaka; kanaka kaua.
Rope,Kaula.
Odd,1. Like ole; kaupaewa. 2. Ano e; ku i ka aka.
Abuse,"1. Ka nana ino. Abuse of the body, ka nana ino i ke kino. 2. Ka hoomainoino."
Abuse,E hoomainoino; e nana ino.
Plural,Oi i ka hookahi; lehulehu.
Ripe,"Pala, Fully grown, oo. Fully grown, but not ripe, oo, aole nae i pala."
Bivalve,"Bī-vălve, n. He opihi me na pani elua."
Castle,"Hale nui, kohu pa kaua la."
Harp,Lira hookani.
Tame,adj. 1. Laka. 2. Hoihbi ole. SYN. dull.
Tame,v. E hoolakalaka.
Lighthouse,Hale lama
Away,"1. Ma kahi e. Go away, e hele ma kahi e. 2. Aku. Throw it away, e kiola aku ia mea."
Away,"A-wāy', adv. 1. Ma kahi e. Go away, e hele ma kahi e. 2. Aku. Throw it away, e kiola aku ia mea."
Importance,Ke ano koikoi ; hanohano.
Wearisome,Maluhiluhi. SYN. fatiguing.
Similarity,Ke ano like. SYN. resemblance.
Resolution,"1. Olelo hooholo. 2. Onipaa, wiwo ole o ka naau."
Pair,"He pa. A pair of shoes, he pa kamaa."
Pair,E kaulua.
Traveler,He mea huakai hele.
Protrude,1. E hoo-o' iwaho; e ohuku. 2. E lewalewa. SYN. hang out.
Cubit,n. He kubita.
Steep,E hoo-u'.
Clash,"1. E hookui me ka nakeke. 2. Ku-e' kekahi i kekahi. Interests clash, ku-e' kekahi pono i kekahi pono."
Dreadful,Weliweli; eehia.
Flexible,adj. 1. Napenape; holuholu; pa'he 2. Ie. Flexible as cloth.
Bouquet,Puolo pua.
Cellar,Ka lua malalo o ka hale.
Tiresome,Maluhiluhi.
Requirement,Ke koi ana; ka mea i konoia.
Difference,Like ole.
Aboard,"Maluna o ka moku, a o ke kaa paha. All aboard! pau mai maluna o ka moku, (a o ke kaa paha)."
Cluck,E ko-u'ko-u'.
Balm,1. Bama; helaau ala. 2. He laau hamo eha.
Balm,"Bälm, n. l. Bama; helaau ala. 2. He laau hamo eha."
Determine,1. E manao paa. SYN. resolve; decide.
Colleague,He kokoolua ma ka oihana.
Diamond,He daimana; he momi.
Hair,Lauoho.
Pole,"1. He oa; aho. 2. He pahu. Flag pole, pahu hae. 3. He ana. 4. He Welau. North Pole, Welau Akau."
Echo,He kupinai; e-ko.
Barbarous,"Bär'bar-oŭs, adj. 1. Hihiu; hupo. 2. Mainoino; lokoino. SYN. cruel."
Grain,"1. Na hua palaoa o na ano a pau. 2. He huna. A grain of sand, he huna one."
Grain,E pena kohu hooluu laau la.
Surface,"Ili. Surface of the sea, ka ili o ka moana."
Grasshopper,He uhini.
Gill,Api; mahamaha.
Gill,"He gila, hapa-ha o ke paina."
Ornament,Mea e kahiko ai.
Spill,E hanini; hoo-hanini.
Ahead,"He has gone ahead, aia oia imua. 2. Go ahead in your studies, e nee imua ma kau mau haawina. 3. To forge ahead, e nee malie imua. The ship forged ahead, nee malie ae la ka moku imua."
Different,1. Okoa; ano e. 2. Kela ano keia ano. SYN. various.
Organ,"1. Pila hookani; ogana. 2. Nupepa waha. Government organ, nupepa waha o ke aupuni. 3. He lala. An organ of the body, he lala o ke kino."
Distill,1. E hookulu; e kahe liilii. SYN. drop; flow gently. 2. E puhi wai ona.
Loyalty,Ka manao kupaa.
Immovable,Onipaa; ku paa.
Citizen,n. Makaainana; kupa o ka aina.
Profane,1. E hana ino. 2. E hana ino i na mea laa. 3. E hoohaumia.
Profane,1. Laa ole. SYN. secular. 2. Kuamuamu.
Insure,E panai dala.
Occasional,I kekahi wa; kawalawala.
Enact,E hooholo i kanawai.
Interpreter,He mahele olelo; mea wehewehe ano.
Custom,"n. 1. Ka mea maa mau. 2. Ke kuai mau ana ma kahi hookahi. Custom made, hanaia no ke kuai akea ana."
Custom,n. 1. Ka mea maa mau.
Danger,n. Pilikia.
Lala,.
Deficient,"Nele; lako pono ole. Deficient in sense, nele i ka noonoo. SYN. wanting."
Purse,Aa moni; eke dala.
Aptitude,"Ăpt'ness, Ke kupono; ka makaukau. SYN. fitness; suitableness."
Dweller,Kamaaina.
Penny,He peni; dala Britania.
Brace,1. He koo; umii; mea paipai. 2. Wili umauma.
Brace,E koo; e paipai.
Mission,1. He hana i hoounaia e hana. 2. He poe i hoouna ia no kekahi hana.
Foam,"Hu'wahu'wa; hu'a. The foaming sea, kai ahulu."
Dangle,v. E lewa wale.
Theft,n. Aihue ana.
Owena,Koa opio.
Diminish,E hooemi; e kanahae. SYN. decrease; lessen.
Snarl,E na'na.
Snarl,He leo na'na. 2. He hihia. SYN. tangle.
Frugal,1. Pakiko. SYN. economical. 2. Uuku o ka lilo.
Promotion,Ka hookiekie ana'e.
Explanation,Ka wehewehe ana.
Belch,"Bĕlch, v. E uha'."
Glare,Malamalama olinolino.
Glare,1. E hulili. 2. E nana me ka maka huhu.
Guilt,Hewa; hala.
Consternation,n. Ilihia; pilihua; weliweli nui.
Landless,Kaaowe.
Particular,1. Kekahi mea hookahi. 2. Mikioi; akahele.
Buckle,Pihipihi.
Buckle,"E kaei. Buckle on the sword, e kaei i ka pahikaua."
Oratory,Ka hai-olelo.
Lift,E hoala; e hapai ae
Lift,"1. He kokua. To give a lift, e kokua. 2. Ka hapai ana. A heavy lift, ho hapai kaumaha"
Undulate,"1. E aleale; kapalili; hulili. SYN. vibrate. 2. Undulating, (as ground,) malualua. SYN. uneven."
Whisper,E hawanawana.
Treasury,He waihona dala.
Gunpowder,Pauda ki pu.
Care,"1. Manao nui e kaumaha'i. 2. Ka malama ana; ke kiai aua. 3. Take care, e akahele; e malama."
Magi,Ka poe Magoi o ka Hikina
Motive,Ke kumu e hana ai.
Repose,Hiamoe; maha.
Worker,n. Mea hooikaika hana.
Fiscal,"adj. Pili i ka waihona waiwai o ke aupuni. Fiscal year, makahiki haawina dala'."
Hope,Manaolana.
Shrink,"1. Eeke; kupau. 2. Shrink as in washing, pauneinei."
Development,Ka hoomohalaana.
Deface,"E hana ino; e hana kolohe. SYN. mar. To deface a book, e kolohe i ka buke."
Curly,adj. Piipii.
Purpose,E manao paa. SYN. intend.
Involve,"1. Komohia; owili pu. War involves misery, komo hia ka popilikia me ke kaua. 2. Hihia; maopopo ole. Raise to a 'power, e imi i na mana o na kuanite."
Hoop,He apo.
Receipt,1. Palapala hookaa. 2. Ka loaa ana. SYN. reception. 3. He rula no kekahi mau hana. 4. Kahi e hoo-akaa ai.
Mum,Mumule.
Uneasy,Pihoihoi; maha ole. SYN. restless.
Rooster,Moa kane. SYN. cock.
Scion,Maino; la'la'.
Stem,"1. He kumu. Stem of an apple, kumu ka ohia. 2. Ihu o ka moku; ko mua oka moku. From stem to stern, mai mua a hope o ka moku."
Stem,"E hoo-ku-e'. Stem the tide, e hooikaika ku-e' i ke au."
Correspondence,Ke kulike ana. 2. Ke kakau leta ana.
Superior,Maluna'e; oi ae; kiekie ae.
Superior,Mea kiekie ae.
Table,"v. E waiho ma ka papa, Table a bill, e waiho ka bila ma ka papa."
Table,"n. 1. Papa. Multiplication table, papa, hoonui. 2. Dining table, papa aina; papa kaukau. 3. Writing table, papa kakau."
Ungrateful,Aloha ole.
Enthusiasm,Ka hoihoi o ka manao; ke ano hoolalelale.
Job,"He pauku hana; he uku pau. Job work, hana ukupau."
Job,Hoomaauia.
Conscience,"n, Ka lunaikehala."
Casual,Ulia wale. SYN. accidental.
Fresh,"1. Hou. Fresh goods, na waiwai hou. SYN. new. 2. Maka. SYN. raw. 3. Ikaika. Feel fresh, e ikaika hou. SYN. Strong. 4. Huihui. Fresh water, wai huihui. SYN. cold."
Anarchy,"Ăn'arєh-y, n. 1. Ka malu ole o ka noho ana. 2. Ka noho ana kanawai ole."
Stool,Keehina wawae; paepae wawae; noho liilii.
Precipice,n. Pali.
Eel,He puhi.
Payment,Ka uku ana; ka hookaa ana.
Transgress,1. E hoohaki kanawai. 2. E kela i ka mea kupono.
Rupture,1. He mokuahana. 2. He puu-lele. SYN. hernia.
Rupture,E mokuahana; e moku.
Fondle,E hooaumoe; e hiipol; e hoomilimili.
Mug,Kiaha pohaku.
Wisdom,Naauao; noeau; noonoo. SYN. sagacity.
Dislike,E makemake ole.
Indirect,adj. 1. Pili pono ole. 2. Lauwili.
Lessen,E hooemi iho.
Shortly,Koke; kokoke.
Impudent,Hilahila ole; honekoa.
Purification,Ka hoomaemae ana.
Default,1. Ke ko ole; ka haule wale ana. 2. Ka hiki kino ole ana imua o ka aha hookolokolo.
Snore,E no'no; e ho'ho.
Spear,He ihe.
Luika,.
Cracker,n. 1. Papaa berena. 2. Mea hoopahupahu'.
Cocoon,Popo kilika a ka enuhe kilika i hana ai.
Gully,He auwaha.
Wax,Pilali nalo meli.
Wax,"E mahuahua ae. Wax and wane, e mahuahua'e alaila emi mai."
Nickel,"1. He metala keokeo, ane like me ke kala. 2. He apana dala; elima keneta."
Committee,"He komite. A standing committee, he komite mau. A select committee, he komite wae. Committee of the whole, komite o ka Hale. A joint committee, he komite kuka'."
Ache,He eha; he hui. SYN. pain.
Bake,"Bāke, v. E hoomoa ma ka imu."
Manage,"1. E hooponopono; e malama pono. Manage affairs, e hooponopono l ka oihana. 2. Manage to do without, e hooraanawanui i ka hele."
Travel,E huakai; e kaahele.
Hop,"E lelelele ma ka wawae hookahi. 2. E lehelehei, me he manu la."
Solemn,Eehia; hoano.
Leisure,Wa kaawale.
Boundary,Palena; mokuna; pea.
Assessment,n. Ka helu ana no ka auhau.
Emaciated,Panauea; wiwi.
Direction,"1. Ka moe ana. An eastern direction, e moe ana i ka hikina. 2. Ka hooponopono ana. To take the direction of affairs, e hapai i ka hooponopono ana o na hana. 3. Loina; kuhikuhi ana. According to directions, e like me ke kuhikuhi ana."
Wig,He uhi lauoho no ke poo.
Man,Kane; kana'ka.
Man,E hoolako i na ka'naka.
Upland,"1. Aina kuahiwi; aina o uka. 2. Upland taro, kalo o ka aina maloo."
Over,"1. Maluna'e. SYN. above. 2. Ma o ae; ma kela aoao. SYN. across. Over and over, kaaihe."
Savings,Na loaa i hoiliili ia.
Denominator,"Ka mahele o ka hakina. Common denominator, mahele pili like. Least common denominator, mahele pili like emi loa."
Cushion,n. Pela noho; pela punee.
Manslaughter,Lave ola; pepehi kana'ka.
Woman,n Wahine.
Shoe,Kamaa.
Shoe,E kapili wawae hao.
Deputy,"He hope. Deputy Sheriff, Hope makai nui."
Blooming,adj. Maka onaona.
Smile,K aka iki.
Drizzle,Noe; kilihau.
Voucher,Palapala hoike no na lilo.
Period,1. Kiko-kahi. 2. He wa.
Discriminate,E noonoo pono no kela me keia. SYN. discern; distinguish.
Encore,E kahea e hana hou.
Protection,Mea e malu ai; kumu hoomalu; ka hoomalu ana.
Text,n. 1. Poo olelo; kumumanao. 2. Olelo i pai ia.
Confidential,"adj. 1. Paulele ia; hilinai ia. SYN. trustworthy. 2. Malu'. A confidential communication, he palapala hoike malu'. SYN. secret."
Colonial,Pili i na panalaau.
Groin,Puhaka.
Feel,"v. 1. E ha'ha'. SYN. touch 2. E manaonao. SYN. pity; sympathize. 3. SYN. to be. To feel happy;or to be happy, e olioli; ua oluolu. 4. SYN. think. How do you feel about it; or, what do you think about it, pehea kou manao no ia mea ?"
Tattoo,"n. Ka hookani pahu o ke ahiahi, no na koa e hoi i ko iakou wahi noho no ka po."
Tattoo,v. E kakauhi; e kakaukaha.
Workshop,n. Hale oihana.
Prudent,Akahele ma ka noonoo; noeau.
Booth,Hale kamala
Suppose,"1. E manao wale. 2. Ina paha. Suppose it should rain, ina paha e u-a ana."
Ellipse,Poai-loihi.
Blaspheme,1. E olelo inoi ka inoa o Ke Akua; e hailiili. 2. E hookae i na mea laa.
Blaspheme,v. 1. E olelo inoi ka inoa o Ke Akua; e hailiili. 2. E hookae i na mea laa.
Pill,Hua ale.
Brusque,"Fr. Rude; blunt, kamaniha."
Hurricane,Makani pukiki.
Tin,Tini.
Attitude,"1. Ke ano o ke ku ana, ka noho ana, ka moe ana. To stand in a lazy attitude, e ku ma ke ano lomaloma. To sit in an attitude of attention, e noho me ka haka pono. A reclining attitude, he moe hilinai. 2. To assume a threatening attitude, e noho (or ku) ma ke ano hooweliweli."
Mud,Kelekele.
Binding,"Bīnd'ing, n. Ka mea e hoopaa ai. 2. Ka humuhumu ana. The binding of the book, ka humuhumu ana o ka buke; ka uhi owaho o ka buke."
Own,Ponoi'.
Own,"1. E loaa. To own a horse, e loaa i lio. 2. E ae. SYN. confess."
Calk,E okomo moku.
Colonist,Kamaaina o ka panalaau.
Emerge,E puka mai.
Her,Kona; paniinoa no ka wahine.
Tear,v. E haehae; e hoopohae.
Tear,n. Kulu wai maka.
Children,n. Na kamalii.
Competent,"Kupono; makaukau. A competent man, he kanaka makaukau."
Accrue,E mahuahua mai.
Worship,n. E hoomana.
Some,"1. Mau; kekahi. Some persons, kekahi poe. 2. Kauwahi. Some portion, kauwahi hapa."
Carve,"1. E okioki i-o. 2. E kalai laau, pohaku, etc."
Ordinance,Rula; kauoha; kanawai.
Protect,E hoomalu; e malama.
Tenacious,"adj. l. Pili; pipili; pilipaa. 2. Tenacious memory, ike poina ole."
Allegiance,Ka pono o ka makaainana i kona aupuni. 2. Ka pono a ke kanaka e hana'i.
Waterproof,Paa i komo ole ka wai.
