word,definition
Ledge,"Fishing site, North Shore, Oʻahu. Ledge that closely follows the 40-fathom (240-foot) contour line between Kahuku and Kaʻena Points. Fishing boats troll the Ledge, especially for ono. Also known as Ono Ledge."
Kalua,"Beach, reef, Waiehu, Maui. Narrow calcareous sand beach<br>and shallow reef fronting Waiehu Beach Park. Lit., the pit."
Mākālei,"Beach park (.7 acres), Honolulu, Oʻahu. Small community park at the base of Diamond Head at the intersection of Mākālei Place and Diamond Head Road. Literally, fish trap, or the name of a supernatural tree that attracted fish.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Corner,"Beach, Waimea Bay, Oʻahu. Same as Coffin Corner."
Kōlea,"Rock, Mākena, Maui. Small rock island in Mākena Bay. Literally, plover.<br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Wailoa,"No base definition, only supplemental content.<br>1. River, Hilo, Hawaiʻi. One of two major rivers, with the Wailuku River, that empty into Hilo Bay.<br>2. Sampan basin and small boat harbor, Hilo, Hawaiʻi. Facilities include forty-nine moorings, two ramps, and a vessel washdown area.<br><br>Literally, long water.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Pūehuehu,"Beach, Lāʻie, Oʻahu. North section of Laniloa Beach near Lāʻie Point. The larger of two sand pockets on Laniloa Beach that are good for swimming. Lit., scattered. Goatfish and other bottom feeders scatter or stir up sand with their barbels in search of food. This activity was called pūehu or pūehuehu."
Kakaʻako,"1. Peninsula, Oʻahu. Land seaward of Ala Moana Boulevard between Kewalo Basin and Honolulu Harbor. The eastern half of the peninsula is the result of a reclamation project that began in 1948 with the construction of a massive<br>seawall 10 feet high, 10 feet wide, and 30 feet wide at its base. The wall began on the reef near Olomehani Street and followed the Kewalo Channel to the present site of the University of<br>Hawaiʻi's Pacific Biomedical Research Center. Then it was extended west to Fort Armstrong. With the completion of the seawall, the city began a reclamation project on the reef to create new industrial land. The shallow reef enclosed by the seawall was used as a landfill for noncombustible materials from the nearby incinerator and for other municipal refuse. The western half of the peninsula is the result of an earlier landfill to create Fort Armstrong and Piers 1 and 2 in Honolulu Harbor. 2. Waterfront park (35 acres), Oʻahu. State park at the seaward end of the Kakaʻako Peninsula that was completed in 1992. Lit., dull, slow."
Canoe,"Beach, Hanakaʻoʻo, Maui. Outrigger canoe clubs practice, hold regattas, and store their canoes here. Also known as Hanakaʻoʻo Beach.<br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Nāpoʻopoʻo,"1. Beach park (6 acres), surf site, Nāpoʻopoʻo, Hawaiʻi. Pebble and boulder beach at the base of Hikiau Heiau. The surf site is a shorebreak on the shallow sandbar that fronts the rocky beach. The foreshore and backshore of the beach were covered with boulders during Hurricane ʻIniki in 1992. 2. Landing; Nāpoʻopoʻo, Hawaiʻi. One of many former landings around the Big Island for interisland steamers. The concrete ruin is used to launch and land kayaks and other small watercraft. It is a popular swimming site among neighborhood residents. Also known as Kīloa, Nāpoʻopoʻo Wharf. 3. Light, Kaʻawaloa, Hawaiʻi. Nāpoʻopoʻo Light was established in 1908 at Kaʻawaloa on the north side of Kealakekua Bay, but apparently named for Nāpoʻopoʻo Landing on the south side of the bay. The 22-foot light tower was built in 1922. 4. Wharf, Nāpoʻopoʻo, Hawaiʻi. Same as Nāpoʻopoʻo Landing. Lit., the holes."
Sandy,"1. Beach, Honouli Maloʻo, Molokaʻi. Small calcareous sand pocket beach on Kamehameha V Highway north of Honouli Maloʻo. 2. Beach park (22.6 acres), surf site, Hawaiʻi Kai, Oʻahu. Prior to 1931, fishermen followed a trail along the sea cliffs from Hanauma Bay to the Hālona Blowhole in this area. They called the beach at the east end of the cliffs Sand Beach. When Kalanianaʻole Highway replaced the trail in 1933 and people began driving through the area, the name changed to Sandy Beach. A number of surf sites are located at Sandy Beach, including those in the shorebreak, those at Half Point, and those at Full Point. Also known as Sandys."
Banyans,"Surf site, Kona, Hawaiʻi. Off a large banyan tree on the grounds of the Kona Bali Kai Hotel on Aliʻi Drive."
Hōkūloa,"1. Church, Puakō, Hawaiʻi. On the shore of Puakō. One<br>of fourteen churches built by the Reverend Lorenzo Lyons, it<br>was dedicated on March 21, 1859. Lyons was a noted Hawaiian<br>linguist and composed many songs before his death in 1886.<br>""Hawaiʻi Aloha,"" his most famous composition, was rediscovered during activist movements in the 1970s and has become<br>the unofficial state anthem. 2. Church, Punaluʻu, Hawaiʻi. On<br>a hill overlooking Punaluʻu Beach. Memorial chapel for Henry<br>Opukahaia (1792-1818), the Hawaiian whose conversion to<br>Christianity in Connecticut was in part responsible for the<br>arrival of the first Christian missionaries in Hawaiʻi in 1820.<br>Constructed by the Congregational Christian Churches of<br>Hawaiʻi and completed on April 20, 1957. Lit., morning star<br>or Venus. Hōkūloa, or Hokuao as it is alternately known, is<br>the morning star, which is actually the planet Venus seen in the morning. It has long been associated with the American Protestant Mission in Hawaiʻi and was the name of their ship that served Micronesia."
Kaʻā,"Fishpond, Keōmuku, Lānaʻi. One of two precontact fish-ponds on the shore of the former Keōmuku village. Literally, the [aʻā] lava, or the fiery burning one.<br> Nā Lepili <br> Tags: Lānaʻi <br> Papa helu loli"
Kūpopou,"Reef, Hāʻena, Kauaʻi. Off Camp Naue. Lit., to bend forward. When certain reef fish feed in shallow water, their tails may stick out of the water as they ""bend forward."
Mākao,"Bay, beach, surf site, Hauʻula, Oʻahu. Calcareous sand beach on the bay south of Hauʻula Beach Park. Chinese farmers lived and grew rice here. Ships traveling from China to Hawaiʻi often sailed out of Macao near Canton, and the name was associated with the former Chinese farming community. The surf site is at the edge of the reef on the south side of the bay. Literally, Macao.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Kūkiʻo,"Beach, dive site, surf site, Kūkiʻo, Hawaiʻi. Long calcareous sand beach fronted by a rocky shelf between Kīkaua Point and a finger of the 1801 lava flow from Hualālai. A sandy cove enclosed by lava at the south end of the beach has an unusual rock formation with an arch at its base. The rock formation was a legendary woman, Kahawaliwali, who was turned into stone. Several brackish-water ponds are found in the back-shore. The dive site is north of Kīkaua Point at approximately 35 feet. The surf site is off the south end of the beach.<br><br>Literally, small pool of water.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Kūkiʻo/Kaʻūpūlehu Fishery Management Area,"Conservation area, North Kona, Hawaiʻi. This area includes the nearshore waters at Kūkiʻo and Kaʻūpūlehu and is managed using traditional Hawaiian fishing restrictions to provide sustainable yields of marine resources for anyone at these sites. Establishment of the area was a joint effort between the resorts and the community. Signs are posted on the public accesses to the beach identifying the area and the suggested bag limits for certain species, such as heʻe, pualu, ʻōmilu, kole, mū, and kūmū."
Kūʻilioloa,"Heiau, Waiʻanae, Oʻahu. Shrine with three terraces on the south point of Pōkaʻī Bay. One of the few heiau remaining on the shore of Oʻahu. Lit., long dog Kū. Kūʻilioloa was a kupua, a demigod, who could assume the form of a man or dog. He was a protector of travelers."
Kāheʻa,"Cove, Hāmākua Poko, Maui. First large, rocky cove east of Hoʻokipa Beach Park. Also known as Turtle Bay. Lit., the red stains or streaks (as at dawn)."
Wainaku,"Beach, Hilo, Hawaiʻi. Small pocket of black sand below the site of the former Wainaku Mill. The mill closed on December 30, 1971, and was eventually dismantled. Lit., pushing water."
Kahoʻolawe,"1. Island, Maui County. The smallest of the eight major Hawaiian Islands (about 45 square miles). The highest point on the island is 1,477 feet above sea level. The emblem of the island is the pua hinahina (Heliotropium anomalum). 2. Island reserve, Maui County. In 1993, the Hawaiʻi State Legislature passed Chapter 6K Hawaiʻi Revised Statutes, which established the Kahoʻolawe Island Reserve to include the island of Kahoʻolawe and the submerged lands and waters extending 2 miles from its shore. Under the law, the island is to be used exclusively for the following purposes: ""a. preservation and practice of all rights customarily and traditionally exercised by native Hawaiians for cultural, spiritual, and subsistence purposes; b. preservation and protection of its archaeological, historical, and environmental resources; c. rehabilitation, revegetation, habitat restoration, and preservation; and d. education."" Commercial uses are strictly prohibited. Chapter 6K also provides for the eventual transfer of the Kahoʻolawe Island Reserve to the sovereign native Hawaiian entity as follows: ""Upon its return to the State, the resources and waters of Kahoʻolawe shall be held in trust as part of the public land trust; provided that the State shall transfer management and control of the island and its waters to sovereign native Hawaiian entity upon its recognition by the United States and the State of Hawaiʻi. In the interim, the island is managed by the Kahoʻolawe Island Reserve Commission."" 3. Point light, Kealaikahiki, Kahoʻolawe. Established in 1928 at Kealaikahiki Point. A 20-foot skeleton tower approximately 100 feet above sea level. Lit., the carrying away [by currents]."
Kiʻekiʻe,"Beach, southwest coast, Niʻihau. Calcareous sand beach approximately 1.25 miles long between Paliuli and Halawela. A cluster of small rock islands lies off the south end of the beach, the largest of which is Kūakamoku. Kiʻekiʻe is also the name of the Niʻihau Ranch headquarters, which is on a rise inland of the beach. Literally, lofty.<br> Papa helu loli"
Makaua,"Beach park (.1 acre), channel, Kaʻaʻawa, Oʻahu. Undeveloped roadside park north of Kaʻaʻawa. Makaua Channel is a wide, natural channel off the beach park that was cut through the reef by Makaua Stream. The nearshore section of the channel is used as a small boat anchorage. Literally, unfriendly.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Monkey,"Island, Pearl Harbor, Oʻahu. Large island in West Loch in Pearl Harbor. The military constructed a monkey farm here and conducted experiments on the monkeys, subjecting them to doses of radar impulses. Also known as Laulaunui Island."
Pūkoʻo,"Beach, harbor, landing, surf site, Pūkoʻo, Molokaʻi. Narrow detrital sand beach bordering the wide, shallow fringing reef. A natural opening in the reef serves as a harbor. In the early 1900s, the former village here was the county seat on Molokaʻi. The surf site is on the reef offshore. Lit., support hill."
Māla,"1. Offshore mooring, Lahaina, Maui. State mooring site off the former wharf. 2. Ramp, Lahaina, Maui. On the west side of the former wharf. Facilities include two ramps, a pier, two docks, and a vessel washdown area. 3. Wharf, Lahaina, Maui. Dedicated on April 5, 1922, by Governor Wallace R. Farrington, the wharf was built specifically to accommodate interisland steamers instead of having them anchor offshore in the Lahaina Roadstead. However, after strong currents and heavy surf damaged several steamers, they reverted to anchoring offshore and the wharf was never used again as a major interisland passenger and cargo terminal. Smaller boats continued to use it until 1950. Lit., garden."
Sugar,"Beach, windsurf site, Kīhei, Maui. Kīhei section of the long, narrow calcareous sand beach at the head of Māʻalaea Bay between Māʻalaea village and Kīhei. The sand here is said to be as fine as sugar. The windsurf site off the beach allows windsurfers to sail parallel to the beach and is the site of Maui's speed-sailing contests in the powerful Māʻalaea winds."
Kumu,"Cove, surf site, Waimānalo, Oʻahu. At the north end of Kaupō Beach Park. This small bay was once a good spearfishing site for kumu and other reef fish. Also known as Baby Makapuʻu, The Bay. Literally, red goatfish.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Papakōlea,"Beach, Kaʻū, Hawaiʻi. Area name that has been used as a Hawaiian name for Green Sand Beach. Lit., plover flats."
Kūpaoa,"Beach, point, Haleʻiwa, Oʻahu. Calcareous sand beach and point at Kaiaka Bay Beach Park. Site of Pōhaku Lānaʻi, a famous pedestal rock. Also known as Kalaeokūpaoa. Lit., strong fragrance, or stone sinker of an octopus lure."
Puʻukū,"Island, Hāna, Maui. Off Kaʻuiki Head. State-owned island that is part of the Hawaiʻi State Seabird Sanctuary. Also known as Puʻukiʻi.<br><br>Literally, upright hill.<br><br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Mōlehu,"Beach, point, Kīpū Kai, Kauaʻi. Point connected to a small calcareous sand beach by a tombolo, a sandbar that joins two islands. Two other tombolos are found on Kauaʻi, one at Crater Hill that joins the base of the hill to Makapili Island, and one at Poʻipū Beach Park that joins the beach to Nukumoi Point. Lit., twilight."
Temple,"Beach, Lāʻie, Oʻahu. Section of Lāʻie Beach at the intersection of Kamehameha Highway and Hale Laʻa Road. The Mormon Temple is visible at the opposite end of Hale Laʻa Road. The beach is a popular site for baptisms, weddings, and sunrise services. Also known as Puʻuahi."
Pāpaʻa,"Bay, beach, Kauaʻi. Calcareous sand beach at the head of a small bay in the sea cliffs. A wide, sand-bottomed channel runs through the bay into the beach.<br><br>Literally, secure enclosure.<br><br> Nā Lepili <br> Tags: Kauaʻi <br> Papa helu loli"
ʻOpihi,"Island, Makuʻu, Hawaiʻi. Small rock island off Makuʻu. Also known as Mokuʻopihi. Literally, limpet.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Chimney,"Dive site, Kainaliu, Hawaiʻi. Sand canyon with lava walls and a lava tube, or ""chimney,"" which begins at 40 feet, ends at 10 feet, and is open on both ends."
Hauna,"Fishpond, Keaukaha, Hawaiʻi. Fishpond within Lokowaka Fishpond. Lit., fishy smell or stench."
"Wall, The","No base definition, only supplemental content.<br>1. Sea cliffs, Hawaiʻi Kai, Oʻahu. On the seaward side of Koko Head between Portlock Point and Hanauma Bay. Kayak paddlers from Hawaiʻi Kai and Waimānalo who train here regularly call this section of sea cliffs The Wall.<br>2. Surf site, Hawaiʻi Kai, Oʻahu. Same as Walls.<br>3. Bodyboarding site, Waikīkī, Oʻahu. Named for the Kapahulu Groin, a seawall at the intersection of Kalākaua and Kapahulu Avenues. Waves at The Wall break on either side of the groin and are off limits to surfboards. Also known as Walls.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Mokulēʻia,"Beach, snorkeling site, Honolua, Maui. Large calcareous sand pocket beach at the foot of the sea cliffs. Part of the Honolua-Mokulēʻia Bay Marine Life Conservation District established in 1978. Also known as Slaughterhouse Beach.<br>Beach, Mokulēʻia, Oʻahu. A 6-mile-long calcareous sand beach between Kaiaka Bay and Camp Erdman. The beach passes through four land divisions in the Waialua District—Mokulēʻia, Kawaihāpai, Keālia, and Kaʻena—but is known only as Mokulēʻia Beach.<br>Beach park (38.5 acres), Mokulēʻia, Oʻahu. Section of Mokulēʻia Beach near Dillingham Airfield.<br>Dive site, Mokulēʻia, Oʻahu. Off the beach park.<br>Surf site, windsurf site, Mokulēʻia, Oʻahu. Off the beach park. Also known as Mokes, Park Rights.<br><br><br>Literally, district of abundance.<br><br> Nā Lepili <br> Tags: Maui Oʻahu <br> Papa helu loli"
Manukā,"1. Beach, dive site, fishing site, historic complex, Manukā, Hawaiʻi. Calcareous sand, coral rubble, and lava fragment beach at the head of a small bay. Manukā is an undeveloped state park with a road to the shore that is for four-wheel drive vehicles only. The fishing site is at the beach. The dive site off the beach is a narrow shelf with a dropoff to 40 feet. The historic complex includes the ruins of a former village, a temple, a holua slide, and a trail system. Manukā marks the boundary between the districts of Kaʻū and South Kona. It lies in South Kona. 2. Fishing site, Kahuku, Hawaiʻi. At ʻĀwili Point and known to fishermen as Manukā, although it is actually in Kaʻū and not in South Kona. Also known as Road to the Sea, Smoking Rock. Lit., lagging. The name of a legendary person."
ʻŌkala,"Island (2.15 acres, 400 feet high), Waikolu, Molokaʻi. Part of the Hawaiʻi State Seabird Sanctuary. One of two sea stacks on the east side of Kalaupapa Peninsula.<br><br>Literally, bristling.<br><br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
Niʻihau,"Niʻihau is the seventh largest (69.5 square miles) of the eight major Hawaiian Islands and with Kauaʻi is one of two islands in Kauaʻi County. It has a populalion of 160, the majority of whom are of Hawaiian ancestry. The highest mountain on the island is Paniʻau with an elevation of 1,281 feet, and the pupu Niʻihau, or Niʻihau shell, is the emblem of the island. Niʻihau's nickname is the Hawaiian Island. The island is privately owned and operated by the Robinson family as a sheep and cattle ranch. Residents there produce charcoal for commercial sale, and Niʻihau Ranch runs a small hunting business, flying hunters to the island by helicopter to shoot trophy sheep and boars. Residents also collect the prized Niʻihau shells and string them into leis for commercial sale. Also known as the Forbidden Island.<br>Dive site, north shore, Niʻihau. Dive tour operators from Kauaʻi dive at several sites that they call “Niʻihau” between the north point of the island and Lehua Island.<br><br> Nā Lepili <br> Tags: Niʻihau Kauaʻi <br> Papa helu loli"
Keʻehi,"1. Lagoon, Honolulu, Oʻahu. Large bay between Sand Island and the Honolulu International Airport that is popularly<br>called a lagoon. 2. Lagoon canoe facility competition center,<br>Honolulu, Oʻahu. Section of Keʻehi Lagoon Park dedicated in<br>1991 to outrigger canoe paddling, Hawaiʻi's official ocean team<br>sport. 3. Lagoon park (72 acres), Honolulu, Oʻahu. On the west<br>shore of Keʻehi Lagoon, with a man-made calcareous sand<br>beach fronting the canoe facility competition center. 4. Marine<br>center. Private marine facility that includes 160 slips and a<br>boat repair yard. 5. Offshore mooring, Honolulu, Oʻahu. There<br>are 202 moorings in the lagoon. 6. Salt works, Honolulu, Oʻahu.<br>Evaporation pond remnants of the last commercial Hawaiian<br>crude salt operation in Hawaiʻi that was discontinued in the 1970s. 7. Small boat harbor, Honolulu, Oʻahu. Facilities include 389 berths, 2 ramps, and a vessel washdown area. 8. Triangle, Honolulu, Oʻahu. Mooring site in the lagoon. Lit., tread upon."
Kīloa,"Wharf, Nāpoʻopoʻo, Hawaiʻi. Also known as Nāpoʻopoʻo Landing or Wharf. Lit., long ti plant or to put away objects for safekeeping."
Pelekane,"Beach, Kawaihae, Hawaiʻi. Small calcareous sand and coral rubble beach fronting Mailekini Heiau. Pelekane Beach is part of the Puʻukoholā Heiau Nalional Historic Site and is regarded as a sacred area. There is no sunbathing, swimming, picnicking, or camping permitted here.<br><br>Literally, British.<br>Possibly for John Young, an Englishman who served as an advisor to Kamehameha I.<br>Young lived near the heiau until his death in 1835.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Koko,"Crater, head, Hawaiʻi Kai, Oʻahu. Koko Crater and Koko Head are two prominent volcanic tuff cones at the east end of Maunalua Bay. Koko Crater is also known as Kohelepelepe. Literally, blood. Both the crater and the headland took their name from a former canoe landing named Koko at Portlock Beach. In one legendary account, blood washed ashore here from the victim of a shark attack.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Molokaʻi,"1. Island. Molokaʻi is the fifth largest (260 square miles) of the eight major Hawaiian Islands and one of four islands in Maui County. It has a population of 7,404, many of whom are of Hawaiian ancestry. The highest mountain on the island is Kamakou, with an elevation of 4,970 feet, and the pua kukui flower is the emblem of the island. Molokaʻi's nickname is the Friendly Isle. 2. Light, Kalaupapa, Molokaʻi. Established in 1906 and automated in 1966. The 132-foot light tower was completed in 1909 and its base is approximately 100 feet above sea level. Also known as the Kalaupapa Light. 3. Reef, Papaʻi, Hawaiʻi. Reef bordering the channel into the beach at Papaʻi that was used as a canoe landing. 4. Reef, Hanalei, Kauaʻi. In Hanalei Bay off the mouth of Waiʻoli Stream. The reef is the site of a shipwreck, the Haʻaheo o Hawaiʻi, a historic ship that sank here in 1820. The ship was located in 1995 and excavated by a team led by Paul Johnston, the curator of Maritime History at the Smithsonian's National Museum of American History."
ʻEhukai,"Beach park (1.2 acres), surf site, Sunset Beach, Oʻahu. The park provides the primary public access point to the world-famous Banzai Pipeline. The surf site ʻEhukai is off the park. Also known as Sandbars. Lit., sea spray."
Kōlealea,"Point, reef, Mākua, Oʻahu. Near the west end of Mākua Beach. A child's ditty in which ""kōlealea"" is the refrain.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Gums,"Surf site, Sunset Beach, Oʻahu. At the west end of the ʻEhukai Beach Park sandbar. During the early 1970s, when most surfers were changing from longboards to shortboards, one surfer who lived nearby continued to surf here with an old longboard. One day during a bad wipeout his board struck him in the mouth and he lost his front teeth, exposing his gums. He had dentures made and continued to surf there, but had another similar wipeout and lost his dentures. From then on the regular surfers in the area called the site ""Gums"" to commemorate his misadventures."
Big,"Beach, Mākena, Maui. Calcareous sand beach 3,300 feet long at Mākena State Park. The names Big Beach and Little Beach for the two beaches in Mākena State Park were popularized from 1968 to 1972 by a transient hippie community that lived at Puʻu Ōlaʻi at the north end of the park. Also known as Long Sands, Mākena Beach, Oneloa.<br>Beach, Kahuku, Oʻahu. Calcareous sand beach on the east side of Kahuku Point. Also known as Hanakaʻilio, Marconi.<br>Rock, Kaluakoʻi, Molokaʻi. Same as Puʻu o Kaiaka.<br><br> Nā Lepili <br> Tags: Maui Oʻahu Molokaʻi <br> Papa helu loli"
Kūpaka,"Beach, ʻEwa Beach, Oʻahu. Shore where ʻEwa Beach Park is now. Lit., to kick or thrash in anger (as a child's temper tantrum)."
Cracks,"Dive site, Kailua, Oʻahu. North end of Kailua Bay off Kapoho Point where there are cracks in the ocean bottom."
Cockroach,"1. Bay, cove, gulch, Hawaiʻi Kai, Oʻahu. Also known as From Here to Eternity Beach, Eternity Beach, and Hālona Cove. 2. Bay, Waimānalo, Oʻahu. Small bay at the north end of Kaupō Beach Park that is a popular novice surf site. Also known as Baby Makapuʻu, The Bay, Kumu Cove. Both sites were named for cockroach populations that were supported by litter from beachgoers."
Kāwili,"Channel, Waiehu, Maui. Channel through the reef off the westernmost beach homes in Waiehu.<br>Beach, Hālawa, Molokaʻi. Easternmost of the two beaches in Hālawa Valley.<br><br><br>Literally, twist.<br>Source:<br><br>The Maui site was named for the wiliau, or rip current, that runs through the channel.<br><br><br><br> Nā Lepili <br> Tags: Maui Molokaʻi <br> Papa helu loli"
Pueo,"1. Bay, beach, surf site, Keawaiki, Hawaiʻi. Small bay formed by the 1859 lava flow from Mauna Loa with a coral rubble and pebble beach. The surf site is off the beach. 2. Point, east coast, Niʻihau. The prominent easternmost point of the island approximately midway along the high sea cliffs between Poʻooneone and Pōleho Beaches. Lit., owl."
Rights,"1. Surf site, Kaunakakai, Molokaʻi. Right on the right, or south side, of Kaunakakai Wharf. 2. Surf site, Ala Moana, Oʻahu. Right at Kewalo's fronting Kewalo Basin Park."
Hāʻula,"Beach, Māhāʻulepū, Kauaʻi. Small pocket beach of calcareous sand at the head of a large cove between Paʻoʻo and Naʻakea Points. A flat, rocky shelf fronts the beach and dunes up to 100 feet high line the backshore. Lit., reddish."
Alāla,"Fishing shrine, point, Kailua, Oʻahu. Point at the south end of Kailua Beach that separates Kailua and Lanikai. The point takes its name from the fishing shrine, a natural stone formation on the ridge above. Wailea, a companion fishing shrine, is located at the south end of Lanikai.<br><br>Literally, awakening.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Humuhumu,"Beach, point, Kaʻū, Hawaiʻi. Black sand beach on the south side of Humuhumu Point at the base of a small littoral cone. At the end of Road to the Sea.<br><br>Literally, the trigger fish.<br><br> Nā Lepili <br> Tags: Hawaiʻi Kaʻū <br> Papa helu loli"
Waikoloa,"No base definition, only supplemental content.<br>1. Beach, surf site, Hāna, Maui. Pebble beach on the north side of Hāna Bay at the mouth of Waikoloa Stream. The surf site is offshore.<br>2. Beach, ʻAnaehoʻomalu, Hawaiʻi. The beach was named after the Outrigger Waikoloa Beach Resort, the hotel inland of the beach that opened in 1981. Also known as ʻAnaehoʻomalu Beach.<br><br>Literally, koloa duck water.<br> Papa helu loli"
Papawai,"1. Beach, North Kona, Hawaiʻi. Several small pockets of calcareous sand and coral rubble used as a shore campsite by Liliʻuokalani Trust, the property owners, for its beneficiaries. Queen Liliʻuokalani (1838-1917), the last monarch of the Kingdom of Hawaiʻi, established the trust to help orphaned children, especially those of Hawaiian ancestry. The trust began making improvements at Papawai in 1975 after the opening of the Queen Kaʻahumanu Highway. Also known as Bean's Beach, Pāwai. 2. Dive site, Papawai, Maui. Off Papawai Point at Lahaina Pali. Lit., water stratum."
Nānaku,"Pond, Punaluʻu, Hawaiʻi. Large spring-fed pond adjoining the east end of Punaluʻu Beach. Lit., bulrushes. The pond was formerly filled with bulrushes."
Pier 1,"Tow-in surf site; Kahului, Maui. Off Pier 1 in Kahului Harbor."
Hoʻolehua,"Beach, salt-gathering site, Kalaupapa, Molokaʻi. One of five beaches on Kalaupapa Peninsula. Wide, sloping calcareous sand storm beach on the northeast side of Kahiʻu Point. The beach was created by high surf carrying sand inland over the rocky shore. A wide expanse of shallow tidal pools on the west side of Hoʻolehua Beach is the traditional salt-gathering site for the residents of Kalaupapa Peninsula. Lit., swift, expert, strong."
Puʻuahi,"Beach, Lāʻie, Oʻahu. Southeast section of Lāʻie Bay. Also known as Temple Beach. Lit., hill [of] fire. Cooking fires were built on the dunes here in anticipation of fishermen returning with their catches."
Kuʻi,"Channel, Hawaiʻi Kai, Oʻahu. Also known as the Hawaiʻi Kai Channel.<br><br>Literally, to strike.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Keʻalohi,"Point, Heʻeia, Oʻahu. Site of Heʻeia State Park. Lit., the shine or the brightness."
ʻAukai,"Beach Park (.2 acres), Hauʻula, Oʻahu. Across the street from Hauʻula Fire Station. Alfred ʻAukai ʻAluli was the owner of the property when it was condemned for a public park.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Lōpā,"Beach, fishpond, surf site, Lānaʻi. Narrow calcareous sand beach fronting one of the four fishponds on Lānaʻi. Lōpā Fishpond, the only one with a mākaha (sluice gate) that connects it to the ocean, is also a bird sanctuary. The surf site is on the<br>shallow reef offshore. Lit., tenant farmer."
Kaimū,"Beach Park, Kaimū, Hawaiʻi. Once the site of Hawaiʻi's most famous and most photographed black sand beach, the beach and park were overrun by lava flows from Kīlauea in 1990. The flows also filled the bay that fronted the beach, destroying several surf sites. The park's shore is now rocky, with small pockets of black sand. Literally, gathering [at the] sea [to watch surfing], or silent sea.<br> Papa helu loli"
Āhole,"Island (.15 acres, 40 feet high), Kīpahulu, Maui. Adult Hawaiian flagtail fish (Kuhlia sandvicensis).<br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Naha,"Beach, fishpond, surf site, Naha, Lānaʻi. Narrow detrital sand beach at the end of Keōmuku Road. The beach is the site of a former fishing village, one of the four fishponds on Lānaʻi, and the seaward end of the Naha Trail, a trail that connects Pālāwai Basin to the ocean. The surf site is off the beach. Literally, bent or curved.<br> Nā Lepili <br> Tags: Lānaʻi <br> Papa helu loli"
Navy,"Bay, North Kohala, Hawaiʻi. Small circular bay at ʻĀkoʻakoʻa Point. ""Navy"" is a popular mispronunciation of Neue, the Hawaiian name of the bay. Also known as Neue Bay."
Kūʻau,"No base definition, only supplemental content.<br>1. Windsurf site, Kūʻau, Maui. In the center of the Kūʻau community at the public right-of-way on ʻAleiki Place. Access to the open ocean is through a narrow channel in the rocks known as Ako Channel.<br>2. Rock, Mōkapu, Oʻahu. At the north end of Pyramid Rock Beach. Also known as Pyramid Rock.<br><br>Literally, shank of a fishhook.<br> Nā Lepili <br> Tags: Maui Oʻahu <br> Papa helu loli"
Pāhoehoe,"1. Beach park, dive site, North Kona, Hawaiʻi. Tiny pocket of calcareous sand and coral rubble on a rocky shore. A<br>low seawall lines the seaward edge of the park. The former village of Pāhoehoe was located near the park. The dive site is off the beach. 2. Lava flow, Pāhoehoe, Hawaiʻi. One of three lava flows from an eruption in the southwest rift zone of Mauna Kea that began on June 1, 1950. Each of the flows reached the ocean, creating small pockets of black sand on a coast of sea cliffs. Boaters use the flows as landmarks. Also known as Second Flow. Lit., smooth lava."
Paʻakō,"Coastal area, Mākena, Maui. Where Miller of Miller's Hill made his home. Lit., dry lowland plain."
Mānā,"Plain, Mānā, Kauaʻi. Coastal plain from Kekaha to Polihale fronted by a calcareous sand beach approximately 15 miles long, one of the longest beaches in Hawaiʻi. The cliff along the inner edge of the plain is an ancient sea cliff and the composition of the plain is a combination of lagoon deposits, calcareous beach and dune sand, and alluvium. Lit., arid."
Ako,"Channel, point, Kūʻau, Maui. During the early 1900s, an elderly man named Ako lived on Kūʻau Point. Fishermen named the point and a narrow channel through the rocks on the point after him. Also known as Kūʻau to windsurfers."
