word,definition
PANAI,"I. o ka mea i haawi ia ia iho i panihakahaka no kekahi mea e, Kin. 43:9; 44:32; 22:26. He panai no o Iesu 'no ka berita maikai ae,' Heb. 7:22; oia, he panai ia ma ke kanawai i loaa i kona poe kanaka ke ola mamuli o ka berita e pomaikai ae. Nolaila kona ae ana i ka make, Is. 53:5, 12."
PAONA,"I. he mea kaupaona, 1 Nalii 10:17; Ezera 2:69; Neh. 7:71 ma ia mau pauku, he mane ma ka Hebera. Luk. 19:13; Ioa. 12:3. E nana MANE."
PAPA,"I. he poe ku like ka manao ana, a me ka hana ana, e like meka aoao Parisaio a me ka aoao Sadukaio, Oih. 5:17; 15:5. Iwaena o na Iudaio, eha no aoao, oia hoi ka poe Parisaio, ka poe Sadukaio, ka poe Esene, a me ka poe Herodiana. Ua manaoia mamua, o ka aoao Kristiano, oia kekahi aoao hou o na Iudaio, nolaila olelo mai o Teretulo, i kona hoopii ana ia Paulo imua o Pelika, o kekahi kumu nui ia o ka papa Nazarene, Oih. 24:5; a olelo mai na Iudaio ma Koina ia Paulo, 'Ua ike no makou i keia aoao, ua olelo ku e ia i na wahiapau,' Oih. 28:22."
PAPAAINA,I. E nana AI ANA.
PAPAPA,"I. Kuko no o Esau i ka ai o Iakoba, he papapa i hoolapalapaia, Kin. 25:31. Oia kekahi aii ulu ma ka Hikina, 2 Sam. 17:28; 23:11."
PAPU,I. E nana KANAANA.
PEAHI,"I. he mea ia e hoomaemae i ka palaoa, Is. 30:24. Oia kekahi mea e akaka ai ko Iesu hookaawale ana i ka poe pono a me ka poe hewa, Ier. 15:17; Mat. 3:12. E nana HEHIPALAOA."
PEKA,"I. ke keiki a Remalia, ke lunakoa o ka poe kaua o Pekahia ke alii o ka Iseraela. Kipi mai la o Peka, a pepehi iho la ia Pekahia iloko o ka halealii ma Samaria, M. K. 758, a nohoalii ma kona hakahaka i na makahiki he iwakalua. I ka manawa hope o kona alii hewa ana, ua hui ia me ko Suria o Damaseko, a kaua aku ia Ahaza ke alii o ka Iuda, a oia hoi i hui me ko Asuria. Eia ka hope o keia kaua, ua lawe pio ia o Damaseko e Tigelatepilesera ke alii o Asuria, a me ia pu na aina a pau o ka Iseraela ma ka hikina o Ioredane, a ma ka akau o ka loko o Galilaia, a ua lawepioia na kanaka o ia mau aina. Aole liuliu, kipi mai la o Hosea ke keiki a Ela ia Peka, a pepehi ia ia, a nohoalii ma kona hakahaka, 2 Nalii 15:25-38; 16:1-9; Is. 7; 8:1-9; 17."
PELANE,"I. he wahi laau nunui a maikai, ma ka Hikina, Kin. 30:37; Ez. 31:8."
PELIKA,"I. he kiaaina no Roma ma Iudea. He kauwa kuapaa mamua, aka, ua hookuuia oia e Kelaudio Kaisara. He kanaka hana ino no. Ma Iudea, ua mare hewa ia i Derausila ka wahine a kekahi kanaka e. Ua hoounaia o Paulo i Kaisareia e Lusia, a ia ia e hookolokolo, a hoike pololei o Paulo i kana hana imua ona, a lohe o Pelika, hoopanee a iho mai o Lusia. A niahope hiki mai o Derausila, kii aku o Pelika ia Paulo e lohe hou i kana olelo ana no ka manaoio iloko o Kristo; a i ke kamailio ana o Paulo no ka pono, a me ka pakiko, a me ka hookolokoloia e hiki mai ana mahope, haalulu iho la o Pelika; aka, hoopanee aku i ka mihi, a make paha ia iloko o kona hewa, Oih. 23:26; 24."
PELIKANA,"I. Oihk. 11:18; Is. 34:11; Zep. 2:14. He manu noho ma ka wai, he manu ai nui, a hele ohana, a auwana ma na aina wela; a i loaa no i keia wa ma na wai o Aigupita a me Palesetine. Ua like kona nui me ka noketura, (swan,) a ua like hoi ko laua kino. Ua hinahina kona hulu, a o kona hulu loloa, he eleele. O kona nuku oia kona ano e, he palahalaha, a he umikumamalima iniha ka loa; a he eke no malalo o ka nuku ka ka wahine. Ua hoahu no ia ilaila i ka ai, a ua oleloia, he umikumamalima kuata kona mea e piha ai. Ina aole mea iloko, aole i ikeia keia eke, aka, ina i piha, he ano e ke nana aku. He manu palaka ka pelikana, he molowa, he u; a kalakala kona leo, Hal. 102:6. Ua hanai oia i kana mau keiki noloko mai o ke eke ma kona nuku, i ke kaomi ana i ka eke ma kona a-i. He manu ano kolea, he ia kona ai."
PENI,"I. O ka peni kahiko, he wahi hao, Ier. 17:1; i kekahi manawa, he daimana ma kona wahi oioi e hiki no ke kahakaha ma ke keleawe. Ina e kakau ma ke kepau, palahalaha kekahi poo o ka peni, e hiki ke huli a holoi i ka palapala hewa, 2 Nalii 21:13. Ina kakau ma ka ili, a ma ka lole a me na mea like, he wahi akaakai ka peni, he wahi hulu paha, me ka ineka, Ioba 19:24; Is. 8:1; Ier. 36:23; 3 Ioa. 13."
PEPA,Ioba 8:ll. Enana BUKE.
PEPEIAOHAO,"I. O ka pepeiaohao o na holoholona, oia kekahi ipu wai, a ipu aila, mea poni, 1 Sam. 16:1; 1 Nalii 1:39. O 'na pepeiaohao o ke kuahu,' oia kona mau kihi eha i hookiekieia, Puk. 27:2; 30:2; Oihk. 4:7; Hal. 118:27. E nana KUAHU. O ka ikaika a me ka hanohano o kekahi mau holoholona, oia ko lakou pepeiaohao; nolaila he hoailo-na ia o ka ikaika a me ka mana a me ka hanohano. Na Iehova i hookiekie ka pepeiaohao o Davida, a me ka pepeiaohao o kona poe kanaka; nana no i uhai ka pepeiaohao o ka poe ai-a. Ua hookiekieia ka pepeiaohao o ke ola, a eia kekahi olelo, ua hoohaumiaia ka pepeiaohao iloko o ka lepo, Kan. 33:17; 1 Sam. 2:1, 10; Iob. 16:15; Hal. 75:10; Dan. 7:20-24. Ua ikeia ma keia kii ka papale pepeiaohao kala o na wahine mare ma mauna Lehanona, a me ka papale o kekahi alii ma Abusinia."
PIKOKA,"I. Aole ikeia na pikoka ma Palesetine, a laweia mai e na moku o Solomona, 1 Nalii 10:22; 2 Oihlii. 9:21. E nana TARESISA."
PO,"I. O ka po a me ke ao, o ka la okoa ia. Hoomaka iho la ka poe Hebera i ko lakou la i ke ahiahi, e like me kela olelo ma Kin. 1:5, 8, 13, 'O ke ahiahi a me ke kakahiaka, o ka la mua ia.' Ua heluia e na Hebera he 12 hora i ka po, he 12 i ke ao, aka, ioihi iho la na hora i kekahi manawa, pokole i kekahi manawa, pela hoi na hora o ke ao. E nana HORA.<br>II. ma ka Hebera, SHEOL, ma ka Helene, HADES, oia kahi e noho ai ka poe make, Hal. 16:10; Is. 14:9; Ez. 31:16. Maanei ke kanaka waiwai mahope o kona kanuia'i, Luk. 16:23. Ma keia mau pauku a me na pauku e ae, maopopo no ua ike na Iudaio i ka mau loa ana o ka uhane. O kekahi ano o keia olelo, he wahi pilikia kahi e noho ai ka poe hewa i kela ao; ua kapaia ma ke Kauoha Hou, o Gehena, ke awawa o Hinoma. E nana HINOMA. Ma 2 Pet. 2:4, ua oleloia, ua kiolaia na anela hewa ilalo i ka po. Ua hoikeia mai he wahi eha nui; ua kapaia, 'pouli ma waho,' 'lua ahi,' 'ahi pio ole,' apela aku, Mat. 8:12; 13:42; 22:13; 25:30, 41; Mar. 9:43-48 ; Iuda 13; Hoik. 20:14. He mau olelo nani paha keia e akaka ai ka poino o ka poe hewa. O ka hoahewa mai o ko lakou lunamanao, oia paha ko lakou eha nui, a me na mea e poino ai e pili ana i ka hewa. E like me ka nui o ka hewa, pela ka nui o ka poino, Mat. 10:15; 23:14; Luk. 12:47, 48. A ua mau loa ka poino, e like me ka mau loa o ka pomaikai o ka lani."
POHAKU,"I ka paio kukina ana, ua haawiia ka pohaku keokeo i ka mea lanakila a kakauia kona inoa, me ka uku lanakila maluna iho; eia hoi kekahi hana, me na pohaku ka balota ana o ka poe Iuri, a ina keokeo na pohaku a pau ua hookuuia ka mea i hoohewaia; o keia mau hana paha kekahi mea e moakaka ai ke ano o kela olelo ma Hoik. 2:17. I ka wa kahiko loa ua hanaia ka pahi i ka pohaku paia, aole i ka hao, Puk. 4:25; Ios. 5:2. Houluulu na Iudaio i ahu pohaku i mea e hoomanao ai i kekahi mea, Kin. 31:46; Ioa. 4:5-7; 7:26; 8:29; 2 Sam. 18:17. Pela hoi ma Suria i keia wa e noho nei, a mau no ka poe hele i ke hui aku i kekahi pohaku i ka ahu."
POLI,"I. o ka umauma ia. Ma ka Aina Hikina, he holoku ka lole komo nui, me ka kaei; a hana alualu ia ka holoku maluna o ke kaei, a oia ko lakou eke halihali waiwai, Luk. 6:38. Ua oleloia, ua hiipoi o Iesu i kana mau keikihipa ma kona poli, oia ka mea e akaka ai kona malama aloha ana i kona poe, Is. 40:11."
PONO,"I. poloki, hemolele; oia ke ano maoli o ke Akua, Iob. 36:3; Is. 51:5-8; Ioa. 17:25, ke ano hoi o kana hana ana, Kin. 18:25; Rom. 3:21, 22; 10:3. O ko Iesu pono, oia kona hemolele kina ole, kona malama pono ana i ke kanawai, a me kona make ana i kalahala no kakou. O ko ke kanaka pono, oia kana hana pono ana kekahi i kekahi, a me kona noho haipule ana, Kin. 18:23; Oihk. 19:15; Is. 60:17; Rom. 14:17; Ep. 5:9. O ka hoopono ana o na'lii a me na lunakanawai, he pono no e wiwo ole ia, a e paewaewa ole, a e pololei imua o ke Akua, Kan. 1:16, 17; 2 Sam. 23:3: 2 Oihlii. 19:6-10. O ka hana kekee ana na'lii, a me na luna, me ka lawe i na kipe, ua hoahewa loa ia ma ka Baibala, 1 Sam. 8:3; 1 Nalii 21:8-14; Is. 1:23; 10:1; Mik. 3:11; 7:3."
POPELA,"I. Kin. 30:37; Hos. 4:13, o ka popela keokeo paha ia, ua kapaia pela no ke keokeo o ka aoao lalo o ka lau. He laau maikai a malumalu, ulu nui no ma Palesetine a ma ia mau aina."
POULI,"I. he malamalama ole ia, Kin. 1:4; nolaila he poino a me ka pilikia kekahi ano, lob. 18:6; Hal. 107:10; Is. 8:22; 9:1, he la ole, a he hoku ole, nolaila o ka haule ana o na kanaka koikoi, a me ka haunaele ana o ke aupuni kekahi ano, Is. 13:10; Oih. 2:20. 'O na hana o ka pouli,' oia na hana haumia i hanaia e ka poe hoomanakii, Ep. 5:11. 'O ka pouli iwaho,' oia ka popilikia o ka poe i waihoia mawaho a paa ka puka o ka lani, Mat. 8:12. O ka pouli ma Aigupita, Puk. 10:21-23, he pouli hana mana ia; a pela hoi ka pouli e uhi ai i Iudea i ka wa i kaulia ai o Iesu ma ke kea, Luk. 23:43. Aole no ka pouli maoli o ka la keia; no ka mea, i ka wa moliaola, ua poepoe ka mahina, a i ka mahina hou wale no ka pouli ana o ka la."
POUNA,"I. he mea kaupaona, 1 Nalii 10:17; Ezera 2:69; Neh. 7:71 ma ia mau pauku, he mane ma ka Hebera. Luk. 19:13; Ioa. 12:3. E nana MANE."
PUA,"I. he pua pana, he mea kaua ia, a he mea pepehi i na holoholona hihiu kekahi iwaena o na Iudaio. He ohe wale no ia i kekahi manawa i hanaia a oi, a i kekahi manawa hoi ua paa i ka hulu manu, a ua uia no hoi i kekahi manawa i ka laau make, Iob. 6:4. He nui ke ano o ke kakaka, he laau kekahi, he mea metala kekahi, Hal. 18:34. He mea kilokilo i kekahi wa, Ez. 21:21; a i ke kaua he mea hoolele i ke ahi e wela'i ka hale o na enemi. Ua hoohalikeia ka pua me na keiki, Hal. 127:4, 5, me ka uila, Hal. 18:14; Hab. 3:11, me na poino i lele koke mai, Iob. 6:4; Hal. 38:2; 91:5; Ez. 5:16, a, me na olelo awahia. a me ka hoopunipuni kekahi, Hal. 64:3; 120:4."
PUAHIOHIO,"I. he mea nui ia ma ka auakua o Arabia, a ua ike pinepine ia e ka poe hele ilaila, Iob. 37:9; 38:1; Nahu. 1:3. Aole kaika kekahi o lakou, Is. 17:13; aka, ikaika loa kekahi me ka hikilele mai, a pau na laau a me na hale i ka hoohioloia, a pii iluna ke one me he waipuilani ma ke kai, a uhiia ke kanaka i ke one, Iob. 1:19; Is. 21:1. Ua hoohalikeia ka hoopai koke ana o Iehova me ka puahiohio, Hal. 58:9; Sol. 1:27; Is. 40:24; 41:16; 66:15; Ier. 4:13; 23:19; 30:23. E nana MAKANI."
PUAKALA,"I. na mea kuku oioi. He mau mea ia e pilikia ai ka poe mahiai, Kin. 3:18. He mea e nahelekele ai ka aina, Sol. 24:31, he mea wahie no hoi ia, Hal. 58:9; Kek. 7:6; Is. 33:12. He mea pa aina kekaki, Hos. 2:6. Ua loaa no ma Sukota, i keia wa e noho nei, ka nahelehele ooi, a nunui, e like me ia i kela wa o Gideona, Lun. 8:7. He nui ke ano o na laau ooi ma ka Hikina; eia ma ke kii ka laau ooi paha i ulanaia i leialii e kau ma ke poo o Kristo, i mea e hoomaewaewa ia ia, Mat. 27:29; Ioa. 19:2,3. O ka 'mea oioi ma ka io' a Paulo i olelo ai, 2 Kor. 12:7-70, he maimai paha ia ma ke kino. E nana Gal. 4:13, 14;2 Kor. 10:10."
PUEO,"I. he manu po, aole pono kona io i mea ai. Ua loaa no kekahi mau mea ano okoa ma Palesetine, Oihk. 11:17; Kan. 14:16; Is. 34:11."
PUHAKA,I. E nana KAEI.
PUKAANA,"I. oia ka inoa o ka buke alua a Mose ma ka Baibala. Ua kapaia pela, no ka mea, ua hoikeia mai malaila ka puka ana o ka Iseraela mai loko mai o Aigupita. Ma keia buke, he 145 makahiki mai ka make ana o Iosepa a i ke kukulu ana o ka halelewa ma ka waonahele, M. K. 1635-1490. Ma keia buke, ua maopopo ka hookoia ka olelo a ke Akua ia Aberahama: i mahuahua loa ai kona poe mamo, Kin. 15:5; 17:4-6; 46:27; Nak. 1:1-3, 46; i hoopilikiaia lakou ma ka aina e, a mahope, i ka ha o ka hanauna, puka aku lakou mawaho me ka waiwai, Kin. 15:13-16; Puk. 12:40, 41. O ko lakou puka ana a me ka hele ana, he hoailona no ia o ko Kristo ekalesia ma ka waonahele o keia ao, a hiki aku i ke Kanaana lani. E nana 1 Kor. 10; a me ka episetole na ka poe Hebera. He nui na aka o Kristo ma ka buke Pukaana; o Mose kekahi, Kan. 18:15; o Aarona, Heb. 4:14-16; o ke keikihipa moliaola, Puk. 12:46; Ioa. 19:36; 1 Kor. 5:7, 8; o ka mane, Puk. 16:15; 1 Kor. 10:3; o ka pohaku ma Horeba, Puk. 17:6; 1 Kor. 10:4; o ka noho-aloha, Puk. 37:6; Rom. 3:25; Heb. 4:16. Mai Ramese a hiki aku i ka palena o Kanaana, he 40 makahiki ia, a hala aku kekahi hanauna, a ua haawiia mai ke kanawai o Mose. He kupanaha ka malama ana o ke Akua ia lakou. Mai ka hiki ana o Iakoha ma Aigupita a i ka puka ana, elua haneri kanakolu makahiki ia; a ua lilo no lakou he 75 i 600,000, a okoa na keiki. Ma Ramese, ma Gosena ka akoakoa ana, he kanakolu kumamalima mile ia ma ka akau komohana o Sueza; a iwaenakonu o Aperila ka hele ana, a hiki i Sueza, ma ke Kaiula, Puk. 14:2, malaila ka mahele ana o ke Kaiula, a hele lakou ma ka aina maloo; a hahai ko Aigupita ia lakou, a hoi hou ke kai, a popoi iho la maluna o lakou, a make lakou i ke kai, Kupanaha ka hana mana a ke Akua! Mele aloha aku ka Iseraela ia Iehova, a hele aku lakou ma ka aoao hikina o ke Kaiula a hiki i Mara, a i Elima, a malaila aku i ka waonahele o Sina, a i ka mauna Sinai. A liuliu lakou malaila, he 11 malama, a malaila i haawiia ia Mose ke kanawai. A malaila aku ka auwana ana i na makahiki he kanaha a hiki aka i Kanaana. E nana AUWANA ANA."
PUKA-HIPA,"Ioa. 5:2; Neh. 3:1, 32; 12:39. Ua kokoke ia i ka luakini, a ua kapaia pela no ka nui o na hipa i komo ilaila i mea mohai no ka luakini."
PULA,"I. ke alii o Asuria, 765 mamua o Kristo, i ka wa i olelo mua ia mai o Asuria ma ka Baibala, mahope o ka wa o Nimeroda. I ka nohoalii ana o Menahema, kaua mai ia i ka Iseraela; a no ka loaa mai hookahi tausani talena kala,-ua like ia me na dala 1,500,000,- hoi aku no ia, 2 Nahi 15:19, 20; 1 Oihlii. 5:26. II Is. 66:19, he aina ma kahi loihi aku mai Iudea aku; ua hui pu ia me Luda; a ua manaoia, aia ma kekahi mokupuni o ka Nile, ma ka mokuna o Aigupita a me Aitiopa.Is. 66:19, he aina ma kahi loihi aku mai Iudea aku; ua hui pu ia me Luda; a ua manaoia, aia ma kekahi mokupuni o ka Nile, ma ka mokuna o Aigupita a me Aitiopa."
PULE,"I. oia ka haawi aku i ka makemake o ka naau i ke Akua, ma ka inoa Iesu Kristo ko kakou Haku e ola'i; oia ke kamailio ana o ka naau me ke Akua, ma ke kokuaia mai o ka Uhane Hemolele; a o ke ea maoli ia o ka uhane o ka poe Kristiano. O ka mea i loaa ole ka naau pule, aole no Kristo ia, Iob. 21:15; Hal. 10:4. Mai ka wa kahiko mai, olioli no ke Akua i ka pule o kona poe haipule. Mai ka hoolaha ana i ke kanawai, aole waiho aku ka poe Hebera i ka pule halawai ma ka halelewa a me ka luakini, i kela la i keia la. Oia ka haawi aku i ka mohai ahiahi a me ka mohai kakahiaka, i kela la i keia la, me ka pule a ke kahuna a me na Levi iloko o ka hale laa. I kela la i keia la hoi, mohai aku ke kahuna i ka mohai, a me ka mea ala, a me ka alana, a me ka hua-mua no kela kanaka keia kanaka. Hana no ke kahuna i kekahi mau oihana i mea panai no ka hanau-mua, a i mea e hoomaemae ai; a hele mai ilaila na kanaka mai o a o e hooko i ko lakou hoohiki, a e mohai aku i ka mohai, aole ma na la hoano wale no, aka, ma na la e ae; aole nae hana lakou ia mau hana me ka pule ole, 1 Oihlii. 23:30; Neh. 11:17; Luk. 1:10. E nana hoi 1 Nalii 8:22, a me na Halelu no ka hoomana luakini. Ekolu no ka pule ana o ka poe haipule i ka la hookahi, Hal. 55:17; Dan. 6:10. E nana HORA. He mau no ka pule halawai, ka pule ohana a me ka pule mehameha o ko ka Baibala poe haipule, me ka pule leo ole i ka wa hana, Neh. 2:4. I ka pule ana, ua ku no iluna ka poe haipule kahiko me ka hohola i na lima i kekahi manawa, 1 Nalii 8:22, kulou iho la ke poo i kekahi manawa, Kin. 24:26, kukuli i kekahi manawa, moe ke alo ilalo, Mat. 26:39. Aole nana mai ke Akua i ke kino, i ka naau no. Pono no e pule me ka naau ae aku i ko ke Akua makemake, me ka ikaika, a me ka hoomau, a me ka paulele i ke Akua iloko o Kristo; pono e hai haahaa aku i ka hewa, me ka hooalohaloha aku, a me ka nonoi aku, uo na kanaka a pau, no ko kakou ohana a me na hoalauna kekahi. O ka pule i ke Akua, he hana kupono ia i ka mana a me ka naau pono o kanaka; a o ka mea i noho haipule ole, aohe Akua iloko o kona naau. Ua kauoha mai ke Akua i na kanaka a pau e pule hoomana aku ia ia. Ez. 36:37; Mat. 7:1-11; Pil. 4:6; 1 Tim. 2:1-3; Iak. 1:5, aole nae he kumu no ka haalele ana i ka pule. O ko ke Akua manao, ma ka pule e haawi mai i na mea maikai, aole ma ka pule ole ;' 'E lokomaikai loa aku oia i ka leo o kou kahea ana, a lohe oia, e ae mai no ia oe,' Is. 30:19. E like me ka olelo ana a Davida, pela na kanaka haipule io a pau: 'Kahea aku keia kanaka ilihune, a hoolohe mai la o Iehova ia ia, a hoopakale oia i kona popilikia a pau,' Hal. 34:6. O ka poe pule waha wale no, paulele no lakou ma ka lakou pule, me ka manao nui i ka kuawili wale aku i ka olelo, a loihi. Pule no ka poe hookamani i mahaloia lakou e kanaka. Hoohewa mai Iesu i keia pule ana, Mat. 6:5-15, a haawi mai oia na kana mau haumana i ka pule a ka Haku, i kumuhoohalike maikai. Ma Ep. 6:18; 1 Tes. 5:17; 1 Tim. 2:8, kauoha mai o Paulo, e pule ka poe manaoio ma ia wahi aku ia wahi aku, a i kela manawa i keia manawa, e hapai ana i na lima hala ole, a e hoomaikai ana i ke Akua no na mea a pau, i ka ai ana, i ka inu ana, a i ka hana ana i kela hana i keia hana; e hana no i na mea a pau me ka hoonani aku i ke Akua, 1 Kor. 10:31. Ua ao mai Iesu ia kakou, e pule mau, Luk. 18:1; 21:36."
PULUPULU,"I. he mea ulu ma Inia, a ma Aigupita kekahi, 2 Oihlii. 2:14; 3:14. E nana OLONA."
PUNAWELEWELE,"I. LANALANA kekahi inoa. Ua hoohalike o Ioba i ka manaolana o ka poe hewa i ka punawelewele, Iob. 8:14. Pela hoi ma Is. 59:5, 6, me he punawelewele ka hana a ka poe hewa, aole lakou e uhiia e ia."
PU-PUHI,"I. Kauoha mai o Iehova ia Mose e hana i elua pu kala, i mea e houluulu ai i ke anaina kanaka, i ka hele ana o ka poe hoomoana, Nah. 10:2. Ua hookaniia keia mau pu i ka wa mua o ka makahiki aupuni, a me ka makahiki Sabati, Oihk. 23:24; Nah. 29:1, a o ka makahiki Iubile kekahi, Oihk. 25:9, 10. Ua malamaia ka ahaaina Pu-puhi i ka hiku o ka malama i ka la mua o ka malama o ka makahiki ekalesia, o ka malama mua ia o ka makahiki aupuni i kapaia o Tiseri. I ka hoomaka ana, ua kaniia ka pu, Oihk. 23:24; Nah. 29:1, a ua hoanoia ia la. A kaumaha aku lakou i ka mohaikuni ia Iehova, o kela mea mohai keia mea mohai, Nah. 28:11-15."
PUUHONUA,"I. Kauoha mai o Iehova ia Mose e hoolilo i na kulanakauhale eono i kulanakauhale puuhonua, kahi e holo aku ai ka mea pepehi naaupo i ke kanaka, i ole e make ia i ka mea hoopai koko, Puk. 21:13; Nah. 35:11-34. O ia mau kulanakauhale, ekolu no ma kela aoao, ekolu ma keia aoao o Ioredane. Ma ke komohana o Kedesa no Napetali, Sekema, a me Heberona; ma ke hikina, o Golana, Ramota-Gileada, a me Bezera, Ios. 20:7, 8. Aole no na Hebera wale no ia mau puuhonua, no na malihini kekahi i noho ana ma ko lakou aina, Kan. 19:1-10. He hana kahiko loa no ia hana hoopai koko. Aole hookapu loa ia e Mose, aka, ua hoomakaukauia he mau puuhonua, i noho ilaila ka pepehi kanaka a hiki i ka wa i hookolokoloia e na luna. Ua mau no keia hana hoopai koko iwaena o ka poe Arabia i keia wa e noho nei. Ma ka Hikina, o ka holo aku i ke kuahu i puuhonua kekahi hana, aka, aole pakele malaila ka poe hewa io, Puk. 21:14; 1 Nalii 2:28-34. He puuhonua no i keia wa e noho nei no ka poe hewa, a he kuahu i kapiiia i ke koko kalahala. Pomaikai ka mea holo aku io Iesu la i pakele i ka hoopai ana."
PUUPAA,"I. Ma ka olelo a ka poe Hebera, aia ma ka puupaa, ka ike, ka olioli, ka eha, ke aloha. Ane like ia me ka naau ma ka lakou olelo; nolaila, olelo mai ka Baibala, hoao ke Akua i ka naau ame ka puupaa, Hal. 7:9; 26:2. O kekahi ano, he wahine ike ole i ke kane, Kan. 22:14; Lun. 11:38; Luk. 2:36."
UA,"I. Aia ma Palesetine 'ka ua mua,' a me 'ka ua hope,' Kan. 11:14. Hos. 6:3. Ua haule ka ua mua i ka hapa hope o Oketoba, oia ka wa kanu ma Palesetine; a mai ia manawa, he ua no a hiki i Aperila, e like me ia ma Hawaii nei; a ma Aperila ka ua hope. A pau ia, alaila he malie, a oo ae la ka ai. I ka malama o Mei, ka ohi palaoa ana; a i ka malama o Augati, pau ka ohi hua ana; a mai ia manawa a hiki i ka ua mua, i Oketoba, he wela ka la, a maloo ka aina. A hala keia wa wela, oluolu loa no ka haule mai ana o ka ua, pela hoi ke haule mai ka Uhane Hemolele maluna iho o na kanaka, Kan. 32:2; Iob. 29:23; Is. 44:3; Hos. 10:12. O ka ua i haule mai ma Ierusalema i ka makahiki hookahi, he kanalima kumamaono iniha me ka hapalua; a ma Amerika Huipuia, he kanaha kumamalima iniha. Ina i malamaia keia ua ma Palesetine iloko o na luawai, a i hookakaheia ma ka aina i ka wa la, lilo hou oaha ia aina, 'e like me ka mahinaai o lehova,' me ia mamua."
UHA,"I. ke kau ana i ka lima malalo iho o ka uha, oia ke ae aku e hooko i ka hoohiki ana, Kin. 24:2-9; 47:29-31. Ua ehaia ka uha o Iakoba e ka Anela, i ikeia oia, ma ka manaoio a me ka pule ka lanakila ana, aole ma kona ikaika iho, Kin. 32:25-31. O ka hahau ana i ka uha, he hoailona ia o ka mihi a me ke kaumaha, Ier. 31:19; Ez. 21:12. Ua omau iho la ka poe kaua i ka pahikaua ma ka uha hema, ke ole lakou he poe lima hema, Lun. 3:15-21; Hal. 45:3; Mele 3:8; ua palapalaia hoi ko lakou inoa ma ka uha, Hoik. 19:16. 'Kikala a me ka uha,' oia ka hoopau loa ana, Lun. 15:8."
uhane,I. He nui na ano o keia olelo ma ka Baibala.<br> Nā Lepili <br> Tags: religion <br> Papa helu loli
UHANE HEMOLELE,"I. Ka makua, ke Keiki, ka Uhane Hemolele, he Akua kahikolu ia. Ua oleloia, na ka Makua a me ke Keiki i hoouna mai ka Uhane Hemolele maluna iho o na haumana, Ioa. 14:26; 15:26; oia ka Uhane o ka Makua, Mat, 10:20; 1 Kor. 2:11; a me ka Uhane o Kristo, Gal. 4:6; Pil. 1:19. Ua hui pu ia me he mea okoa, me ka Makua a me ke Keiki, ma ka oihana bapetiso, Mat. 28:19, a ma ka pule hoomaikai, 2 Kor. 13:14. Ua kapaia he Haku, 2 Kor. 3:17; a ia ia ka manaakua, Rom. 8:14; 1 Kor. 2:10; 6:19; 9:14. O ka hana ino i ka Uhane Hemolele oia ka hana ino i ke Akua, Oih. 5:3, 4; Ep. 4:30. O ka hana a ka Uhane Hemolele, o ka ke Akua hana ia. Ua uluhia ka poe kaula kahiko e ka Uhane Hemolele, a hoike lakou i ko ke Akua manao, a hana i na hana-mana. O ka Uhane Hemolele ka mea i hoikeike mai i ka hewa, Ioa. 16:8, 9; oia ka mea i hoano hou mai i kanaka, Ioa. 3:5; Ep. 2. Oia ke Kokua o ka ekalesia, ka mea i hoala"
UHANE HEMOLELE,"I. oia kekahi o ke Akua kahikolu, nona mai ka uluhia ana o ka poe kaula, nona mai hoi ka pono iloko o ko kakou naau, a me ka hooluoluia; ua bapetisoia kakou ma kona inoa. E nana HEMOLELE, UHANE HEMOLELE."
UHINI,"I. he mea lele, a he mea uuku, aka, he mea ai nui. Oia kekahi mea ino loa ma ka Aina Hikina, a i ka wa kahiko, a i keia wa no hoi. He nui ke ano o lakou, aka, kokoke like no; uhini huluhulu, uhini hulu ole, Ioela 1:4; 2:25; Am. 4:9; Nahu. 3:15, 16; uhini lele, uhini akerida; Oihk. 11:22. He mea uuku, nawaliwali no, Nah. 13:33; Is. 40:22; Kek. 12:5. Aka, i ko lakou lehulehu loa, pau na mea uliuli i ka aiia."
ULA,"I. he muliwai i kahe ae make kulanakauhale o Susana, i Peresia; a ma kona kapa ka hihio kaulana o Daniela, Dan. 8:2, 16. O Koasepe kona inoa Helene, a ua kapaia i keia wa o Kereka. A i ka wa kahiko he manamana lua kona, a ua ikeia i keia wa, he iwa haneri kapuwai ke akea a he iwakalua ka hohonu, a ua kahe ia ma ka aoao hikina o Susana. Ua kahe ae la ka wai o ua mau manamana elua ma ka muliwai i kapaia ke Koruna, a iloko o Satele-Araba, oia ka hui ana o Euperate a me Tigerisa, he iwakalua mile malalo o ke hui ana ma Korena."
ULAULA,"I. oia ka hooluu i makemake nui ia e ka poe kahiko, Puk. 25:4; 26:1, 31, 36. Ua hoonaniia o Saula no kona hoaahu ana i na kaikamahine o ka Iseraela i ke kapa ula, 2 Sam. 1:24. Pela hoi ka wahine maikai, ua 'pau ko kona hale i ke komo kapa ulaula,' Sol. 31:21. E nana hoi, Ier. 22:14; Ez. 23:14. He hooluu paa no keia, Is. 1:18."
ULUNA,"I. Ma ka Hikina ua waihoia na uluna ma na noho loihi ma ke keena hookipa. O na mea a Ezekiela i hoohewa ai, Ez. 13:18, 19, 20, he mau mea ia paha e lealea hewa ai. He hoailona ia o na mea e palaka ai ka naau."
